,text
11990,"['Sqwii', 'tend', 'find', 'calls', 'short', 'term', 'longer', 'term', 'one', 'Longer', 'term', 'SPX', 'looks', 'like', 'it’s', 'going', 'around', '1600']"
11991,"['StocksInRadar', 'one', 'Favourite', 'ShareMarket', 'Stocks', 'MoneyControl', 'Nifty', 'Sensex', 'MidCap', 'Investment', 'Alkem', 'Dabur', 'DrReddy', 'HDFCLife', 'AuroPharma', 'ProfitMachine', 'Pharma', 'Insurance', 'HDFC']"
11992,"['question', 'robotic', 'wisdom', 'drop', 'Fibria', 'Celulose', 'SA', 'FBR', 'Stocks']"
11993,"['RT', 'alphacharts365', 'SPX', 'SampP', 'monthly', 'MACD', 'cross', 'great', 'signal', 'past', 'recently', 'bearish', 'cross', 'signa…']"
11994,"['Brokers', 'Issue', 'Forecasts', 'Mastercard', 'Inc’s', 'Q1', '2020', 'Earnings', 'httpstco7JVGhEcDyT']"
11995,"['Brokers', 'Issue', 'Forecasts', 'Mastercard', 'Inc’s', 'Q1', '2020', 'Earnings', 'httpstcoAqMjwbxaJu']"
11996,"['RT', 'KimbleCharting', 'Market', 'crash', 'reversal', 'patterns', 'Experiment', 'history', 'Yields', 'testing', 'longterm', 'resistance', 'stocks', 'test', 'support', 'at…']"
11997,"['RT', 'IGAus', 'IGs', 'Joshua', 'Warner', 'examines', 'companies', 'currently', 'attempting', 'make', 'vaccinations', 'treatments', 'coronavirus…']"
11998,"['RT', 'IGAus', 'IGs', 'Joshua', 'Warner', 'examines', 'companies', 'currently', 'attempting', 'make', 'vaccinations', 'treatments', 'coronavirus…']"
11999,"['Brokers', 'Issue', 'Forecasts', 'Mastercard', 'Inc’s', 'Q1', '2020', 'Earnings', 'httpstcogs8ZGwvdAA']"
12000,"['Nice', 'accompaniment', 'recent', 'breakout', 'SGX', 'stocks', 'httpstcolff6l86eop']"
12001,"['RT', 'FusionptCapital', 'interesting', 'AMZN', 'httpstcoQOYbFna5zp']"
12002,"['RT', 'IGAus', 'IGs', 'Joshua', 'Warner', 'examines', 'companies', 'currently', 'attempting', 'make', 'vaccinations', 'treatments', 'coronavirus…']"
12003,"['IGs', 'Joshua', 'Warner', 'examines', 'companies', 'currently', 'attempting', 'make', 'vaccinations', 'treatments', 'coronavirus', 'INO', 'MRNA', 'SNG', 'NVAX', 'PFE', 'GILD', 'REGN', 'DVAX', 'DVAX', 'GSK', 'JNJ', 'VXRT', 'VIR', 'HTBX', 'coronavirus', 'httpstcoUpQnFL9f7n']"
12004,"['SPY', 'SPX', 'LMAO', 'httpstcoKgUuJrPi6X']"
12005,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
12006,"['RT', 'Sandropower', 'Live', 'stream', 'tonight', 'YouTube', 'Channel', 'PowerTargetTrades', '945pm', 'EST', 'Canada', 'Fiqure', 'time', 'zone', 'match', 't…']"
12007,"['SPOM', 'current', 'release', 'financials', 'chart', 'primed', '👇👇', 'GCGX', 'GERS', 'GHSI', 'GPOR', 'GRNF', 'GRPN', 'GTXO', 'HAL', 'HCC', 'HEMP', 'HESG', 'HEXO', 'HGEN', 'HHSE', 'HLIX', 'HMLA', 'HOSS', 'HSIC', 'IBIO', 'ICBU', 'IDEX', 'IMO', 'IMUN', 'INTV', 'IPIX', 'ISVJF', 'ITNS', 'JCP', 'JNJ', 'JSDA', 'httpstcoXlPzg0E0uN']"
12008,"['IGs', 'Joshua', 'Warner', 'examines', 'companies', 'currently', 'attempting', 'make', 'vaccinations', 'treatments', 'coronavirus', 'INO', 'MRNA', 'SNG', 'NVAX', 'PFE', 'GILD', 'REGN', 'DVAX', 'DVAX', 'GSK', 'JNJ', 'VXRT', 'VIR', 'HTBX', 'coronavirus', 'httpstcojZ5hCcV6tV']"
12009,"['CY', '2020', '30', 'Sensex', 'stocks', '26', 'hit', '52', 'wk', 'lows', 'MarApr', 'amp', 'since', '826', 'stocks', 'given', 'gt26', 'returns', 'rest', 'catch', 'continue', 'upward', 'trajectory', 'investing', 'investment', 'stockmarketcrash', 'Nifty', 'investors', 'stocks', 'BSE', 'equity', 'httpstco5zUf7Hnh75']"
12010,"['RT', 'MsCapitalMarket', 'COVID19Investor', 'Update', 'Exciting', 'Namibian', 'Gold', 'Discovery', 'httpstcoRJq9uaUK9C', 'Osino', 'Resources', 'OsinoReso…']"
12011,"['new', 'Phase', '1', 'China', 'Deal', 'SPX', 'httpstcoiM7AxT6udj']"
12012,"['Beginner’s', 'Guide', 'Stock', 'Investing', 'Amazon', 'Link', 'httpstcoNm3L7G4Zzw', 'PPL', 'PX', 'PFG', 'PG', 'PGR', 'PLD', 'PRU', 'PEG', 'PSA', 'PHM', 'PVH', 'QRVO', 'PWR', 'QCOM', 'DGX', 'RJF', 'RTN', 'RHT', 'REG', 'REGN', 'RF', 'RSG', 'RMD', 'RHI', 'ROK', 'COL', 'ROP', 'ROST', 'RCL', 'CRM', 'SBAC', 'SCG', 'SLB', 'STX', 'SEE', 'SRE', 'SHW', 'SPG', 'httpstcoqpGEDxDuIC']"
12013,"['RT', 'DrCrypto14', 'btc', 'spy', 'spx', 'httpstco4MpQdWmUgL']"
12014,"['daytrading', 'Elliott', 'Wave', 'Video', 'ES', 'SP500', 'SPX', 'SP500', 'Dow', 'Jones', 'DJI', 'Russell', '2000', 'trading', '6', 'technical', 'analysis', 'httpstcoJryNcqoPgb', 'httpstcoPlBVV2mvhW']"
12015,"['MarketswithMC', 'Indian', 'market', '30', 'pushing', 'bluechip', 'stocks', 'trade', 'multiyear', 'lows', 'Top', 'companies', 'could', 'turn', 'potential', 'buyback', 'candidates', 'kshanand', 'explains', 'httpstcoDrQfQSaXeJ']"
12016,"['SPX', 'SampP', '500', 'weekly', 'chart', 'also', 'shows', 'looming', 'overhead', 'resistance', 'IBDpartner', 'Bear', 'rally', 'nearing', 'one', 'gap', 'crime', 'scenes', 'Also', 'looking', 'falling', '10week', 'moving', 'average', 'IBDinvestors', 'gt', 'httpstcoaiLHq5TlAB', 'httpstco7p3gkQNhUk']"
12017,"['Market', 'Update', 'Sensex', 'jumps', '900', 'points', 'global', 'markets', 'improve', 'amid', 'coronavirus', 'pandemic', 'BSEIndia', 'NSEIndia', 'coronavirus', 'coronavirusinindia', 'sensex', 'nifty50', 'stocks', 'COVID', 'httpstco620Trjrd0M']"
12018,"['RT', 'kkernttb', 'Whats', 'interesting', 'rally', 'one', 'likes', 'SPX', 'SPY']"
12019,"['RT', 'BullandBaird', 'SPX', '105', 'week', 'already']"
12020,"['ETSY', 'stocks', 'finance', 'news', 'stayhome', 'httpstcolQIamPp4NS']"
12021,"['key', 'upcoming', 'levels', 'ESF', 'SPY', 'SPX', '👀', 'Break', '2747', '➡️', '2819', 'Break', '2819', '➡️', '2900', 'Reject', '2747', '➡️', 'Test', '2700', 'Break', '2700', '➡️', '2625', 'think', 'break', '2747', 'run', 'towards', '2819', 'tomorrow', 'Friday', 'Reject', 'next', 'week', 'Thoughts', 'httpstcoq6Gd7xyV8P']"
12022,"['SPY', 'SPX', 'HYG', 'JNK', 'Heres', 'depiction', 'effects', 'Fed', 'dipping', 'toes', 'market', 'httpstcoqzpQKQPyR2']"
12023,"['RT', 'naashonomics', 'GOOGL', 'googlepay', 'AMZN', 'amazonpay', 'WMT', 'phonepay', 'winners', 'Startup', 'Street', 'Heres', 'digital', 'payments', 'coworking', 'spaces…']"
12024,"['RT', 'DanielGMoss', 'SPX', 'Rising', 'wedge', 'formation', 'signals', 'looming', 'reversal', 'price', 'attempts', 'breach', '2009', 'uptrend', 'supportturnedresistance…']"
12025,"['Cipla', 'hits', 'new', '52', 'weeks', 'high', 'Rs595', 'today', 'Stock', 'gaining', 'last', '4', 'days', 'risen', '4146', 'period', 'httpstcoAh6uHZ6yJh…', 'stockstowatch', 'stocks', 'httpstcoKYkuIXLLue']"
12026,"['RT', 'naashonomics', 'SQ', 'GOOGL', 'AMZN', 'WMT', 'fintech', 'thriving', 'PYPL', 'V', 'httpstcokil9NHQs8x']"
12027,"['CFRA', 'Research', 'Westlake', 'Chemical', 'Corporation', 'httpstcoMhHCMsveeW', 'equity', 'stocks', 'httpstcouXSSAMtxiM']"
12028,"['CFRA', 'Research', 'UniFirst', 'Corporation', 'httpstcoivhkwUgIwe', 'equity', 'stocks', 'httpstcoisADtgWVrF']"
12029,"['CFRA', 'Research', 'RPM', 'International', 'Inc', 'httpstcoooGIch7lfZ', 'equity', 'stocks', 'httpstco0MUaMahUfA']"
12030,"['018260', 'Samsung', 'SDS', 'Samsung', 'Sds', 'Co', 'Ltd', '1', 'director', 'bought', 'director', 'Samsung', 'Sds', 'Co', 'Ltd', 'bought', '500', 'shares', '158500000KRW', 'significance', 'rating', 'trade', '71100', 'information', 'sufficient', 'make', 'an…', 'httpstcoBr6dhXItWF', 'equity', 'stocks', 'httpstcoNhVUvHhES1']"
12031,"['RT', 'BenzingaMedia', 'AAPL', 'NFLX', 'DIS', 'Disney', 'Shares', 'Climb', '7', 'Video', 'Demand', 'Service', 'Crosses', '50M', 'Subscribers', 'httpstcoc9oa76lpl4']"
12032,"['RT', 'getvolatility', 'Cheap', 'put', 'options', 'hedges', 'AAPL', 'puts', 'cheaper', '88', 'history', 'AMAT', '88', 'GS', '88', 'MO', '88', 'MS', '88', 'JNJ', '88', 'I…']"
12033,"['SPX', 'bottomed', 'rise', '3000', 'handle', 'Market', 'structure', 'clear', 'move', 'downside', 'flush', 'weak', 'holders', 'wouldnt', 'rush', 'size', 'yet', 'Playing', 'smalls', 'adding', 'retracements', 'lower']"
12034,"['WaveTraderAU', 'SPX', 'FWIW', 'Im', 'looking', 'test', 'wholenumber', '3000', 'level', 'also', 'near', 'previous', 'SR', '618', 'fib', 'last', 'swing', 'LowSPY', 'SP500', 'httpstcoroKkMgqqPt']"
12035,"['RT', 'naashonomics', 'NFLX', 'DIS', 'AMZN', 'SPOT', 'winners', 'lockdown', 'httpstcoUqRar590W4']"
12036,"['Sandropower', 'Live', 'stream', 'AMD', 'BA', 'DIS']"
12037,"['Wednesdays', 'Top', 'Flow', 'consumer', 'staples', 'sector', 'Buy', 'Flow', 'Sell', 'Flow', 'COST', 'MDLZ', 'KR', 'MNST', 'GIS', 'SYY', 'CLX', 'SJM', 'BFB', 'CPB', 'PEP', 'PG', 'WMT', 'STZ', 'KMB', 'MO', 'CVS', 'CAG', 'ADM', 'TSN', 'stocks', 'StockMarket', 'stock', 'stockstowatch', 'stockmarketnews', 'StocksToTrade', 'httpstco5JE2nlrW3B', 'httpstcok0I8JVQCqa']"
12038,"['RT', 'AdamMancini4', 'probably', 'last', 'chance', 'SPX', 'bears', 'take', 'lower', 'price', 'nearing', '50', 'fib', 'whole', 'selloff', 'a…']"
12039,"['Apr', '8', 'account', '25', 'today', '5', 'day', 'trade', '3', 'wins', 'SPCE', '165c', '100', 'SPY', '275c', '100', 'TSLA', '500p', '166', 'UNH', '270c', '420', 'ZM', '50', '3', 'swing', '1', 'wins', 'holding', 'BA', '0420', '130p', '50', 'GILD', '0515', '100c', 'h', 'SPY', '0408', '262p', '80', 'TRTX', '0417', '5c', '250', 'h', 'RCL', '0515', '15p', '20p', 'h', 'MHK', '0417', '20c', 'h', 'trading', 'httpstcofxHJesqqTa']"
12040,"['Indians', 'smoking', 'cigarette', 'eating', 'biscuits', 'chapatis', 'since', 'March', '25😉😀', 'ITC', 'Nifty', 'niftybank', 'nifty50', 'stocks', 'stockstowatch', 'httpstcoXZXfARf1F8', 'httpstco25KRExzjB8']"
12041,"['RT', 'msmoneymoves', 'APA', 'Congrats', 'pop', 'bulls', 'Drop', 'follow', 'need', 'fresh', 'ideas', 'stocks', 'money', 'trading', 'Weve', 'got', 'cov…']"
12042,"['RT', 'FindMeValue', 'DIS', 'Said', 'would', 'break', 'even', '2024', '6090m', 'subs', 'Already', '50m', '265YE', '2019', '286m', 'midFeb', '2020', 'a…']"
12043,"['FlyGuy', 'Eastside', 'x', 'ko', 'Baby', 'Blow', 'Da', 'Brains', 'Check', 'music', 'guttatunes', 'flyguy', 'flyguyeastside', 'skobaby', 'blowoutdabrains', 'newsong', 'newmusic', 'newtunes', 'rap', 'rapmusic', 'hiphop', 'hiphopmusic', 'musicvideo', '2020…', 'httpstcoqcye412JMX']"
12044,"['Huge', 'variation', 'Williams', 'Companies', 'Inc', 'WMB', '1285', '726', '401pm', 'httpstcoPa7hloe5u9', 'stocks']"
12045,"['Bought', '4', 'shares', 'VYM', '30236', 'Vanguard', 'Making', 'total', '6', 'shares', 'far', 'Want', 'get', 'prices', 'still', 'low', 'right', 'rebound', 'finished', '📈', 'investing', 'stocks', 'ETF', 'investor', 'httpstcoeXBzASyxLj']"
12046,"['Tatamotors', 'hit', '75', 'Revise', 'SL', 'Cost', 'Cost', '7250', 'Loss', 'Risk', 'Hold', 'Upside', 'StockMarket', 'stocks', 'Nifty']"
12047,"['SECNAV', 'go', 'Guam', 'laughed', 'meanwhile', 'spending', '243000', 'taxpayers', 'money', 'STUPID', 'NAIVE', 'EsperDoD', 'QQQ', 'MSFT', 'GOOG', 'AAPL', 'AMZN', 'NFLX', 'TSLA', 'FB', 'AVGO', 'NVDA', 'httpstco3OdOTJlZc7']"
12048,"['RT', 'mktdomination1', 'MalibuInvest', 'dis', 'value', 'even', 'spike', 'long', 'term', 'hold']"
12049,"['RT', 'FusionptCapital', 'interesting', 'AMZN', 'httpstcoQOYbFna5zp']"
12050,"['Order', 'unchanged', 'US', 'markets', 'NDX', 'strongest', 'already', 'halfback', 'downmove', 'SPX', '382', 'bounced', 'top', 'edge', 'former', 'range', 'RUT', '382', 'SPX', 'NDX', '240', 'min', 'chart', 'httpstco3VAPWKE11J']"
12051,"['RT', 'MarTycharts', 'SPX', 'update', 'reversal', 'RSI', 'energy', 'point', 'fact', 'RSI', 'unexpectedly', 'pierced', 'upside', 'be…']"
12052,"['interesting', 'AMZN', 'httpstcoQOYbFna5zp']"
12053,"['Bullish', 'Shouldn’t', '😢', '32', 'Thousand', 'new', 'cases', '24', 'hours', 'heartbreaking', 'SPY', 'ES', 'SPX', 'httpstco06eWR8US07']"
12054,"['RT', 'AmericanBanking', 'Analysts’', 'Downgrades', 'April', '8th', 'ACBI', 'BELFA', 'BFYT', 'CCCGY', 'CCR', 'DBVT', 'DDOG', 'DX', 'DYNE', 'EDN', 'httpstcoOuWYoCpTsD…']"
12055,"['RT', 'AmericanBanking', 'Research', 'Analysts’', 'Upgrades', 'April', '8th', 'ACRE', 'ADNT', 'ALV', 'ARCO', 'ASMB', 'BLMN', 'BOSSY', 'CAAP', 'CS', 'CVE', 'httpstcoGRrEA…']"
12056,"['Options', 'Flow', 'Grid', 'Update', 'PEP', 'OptionsTrading', 'PepsiCo', 'Shares', '163', '13261', 'Wednesday', '48', 'PEPSI', 'httpstco5JE2nlrW3B', 'httpstcoY0KCJr1t9u']"
12057,"['RT', 'CCMBrett', 'Companies', 'come', 'crisis', 'stronger', 'httpstcogI2hu6PjdX', 'httpstcoF8bia5KlcW', '1', 'Visa', 'Masterca…']"
12058,"['Microsoft', 'MSFT', 'won’t', 'release', 'Surface', 'Neo', 'dualscreen', 'PC', 'later', 'year', 'httpstcowCOWKeuyNW', 'httpstcoc8BqZSuI8B']"
12059,"['RT', 'StockHunter89', 'cool', 'resourceful', 'indicators', 'TrendSpider', 'provides', 'alert', 'system', 'favorite', 'fly', 'sms', 'alert…']"
12060,"['RT', 'Wheels88Fortune', 'Rivian', 'Rivian', 'real', 'company', 'backed', 'AMZN', 'F', 'TSLA', 'moneylosing', 'shit', 'company', 'announces', 'fake', 'prod…']"
12061,"['putting', 'moolah', 'amp', 'WM', 'tomorrow', 'Starting', 'pie', 'm1finance', 'longtermgoals']"
12062,"['RT', 'TrendSpider', 'AMZN', 'AMZN', 'gap', 'go', 'httpstco8jra8I1CIY']"
12063,"['RT', 'Prakashplutus', 'Performance', 'Aggressive', 'Portfolio', '👌', 'launched', 'portfolio', '24th', 'March', '2020', 'portfolio', '262…']"
12064,"['RT', 'FireTrading', 'VIX', 'testing', 'lower', 'kelt', 'SPY', 'SPX', 'UVXY', 'QQQ', 'ESF', 'NQF', 'httpstco1L58STd96N']"
12065,"['BLPH', 'jumped', '430', 'Friday', 'next', 'stock', 'see', 'might', 'tripledigit', 'potential', 'NOVN', 'AYTU', 'INO', 'OPK', 'IBIO', 'NNVC', 'MRNA', 'GILD', 'AMRN', 'stocks', 'biotech', 'coronavirus', 'covid19', 'pennystocks', 'news', 'novn', 'blph', 'httpstcoFevkshNiqP']"
12066,"['RT', 'FireTrading', 'futures', 'SPY', 'SPX', 'UVXY', 'VIX', 'VXX', 'ESF', 'NQF', 'httpstcooKc3wUt5CC']"
12067,"['RT', 'JunkoSu22993224', 'Jeff', 'Bezos', 'Rumored', 'Backing', 'Chainlink', 'Take', 'Advantage', 'Smartcontracts', 'amazon', 'integrating', 'link', 'ora…']"
12068,"['Jeff', 'Bezos', 'Rumored', 'Backing', 'Chainlink', 'Take', 'Advantage', 'Smartcontracts', 'amazon', 'integrating', 'link', 'oracle', 'new', 'ad', 'framework', 'allowing', 'advertisers', 'connect', 'amzn', 'data', 'blockchain', 'bitcoin', 'btc', 'eth', 'xrp', 'ltc', 'EOS', 'AI', 'Crypto', 'httpstcoYYkzWa3Cm4']"
12069,"['Pot', 'Use', 'Reached', 'AllTime', 'High', 'March', 'Amid', 'COVID19', 'StayHome', 'Measures💰', 'invest', 'PotStocks', 'stocks', 'HEXO', 'ACB', 'APHA', 'CGC', 'CRON', 'SNDL', 'TLRY', 'ALEAF', 'BLEVF', 'CVSI', 'CTST', 'HRVOF', 'HRVSF', 'ICNB', 'KGKG', 'LHSIF', 'LEAF', 'MMNFF', 'MINE', 'NBEV', 'PLNHF', 'RTON', 'TGODF', 'USMJ', 'httpstcoIZXQ8Fpfou']"
12070,"['Tomorrow', 'markets', 'holiday', 'Tuesday', 'holiday', 'Never', 'buy', 'sell', 'nifty', 'banknifty', 'stocks', 'whenever', 'long', 'weekend', 'comes', 'techniques', 'tradePositional', 'view', '🙂stocks', 'nifty', 'banknifty', 'Trading']"
12071,"['RT', 'charliesmithvcr', 'BC', 'Alberta', 'securities', 'regulators', 'urge', 'extreme', 'caution', 'aggressive', 'promotion', 'mining', 'company', 'httpstc…']"
12072,"['RT', 'JeffBezosXTZ', 'XTZ', 'next', 'HUGE', 'gainer', 'Get', 'tezos', 'retirement', 'stack', 'ASAP', 'xtz', 'btc', 'ltc', 'eth', 'link', 'xrp', 'etc', '…']"
12073,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
12074,"['SPX', 'Time', 'amp', 'Price', 'ABC', 'recoveries', 'IBDpartner', 'Time', 'says', '6', 'days', 'pullback', '6', 'days', 'ending', 'April', '9', 'Price', 'says', '2191', '2641', '2455', '2905', 'Time', 'says', 'tomorrow', 'high', 'price', 'align', 'time', 'wait', 'IBDinvestors', 'gt', 'httpstcoaiLHq5TlAB', 'httpstcoKUxryw6YTx']"
12075,"['RT', 'ripster47', 'SPY', 'QQQ', 'SPX', 'ES', 'Thursday', 'Unemployment', 'claims', 'Macro', 'Events', '525', 'million', 'expected', 'initial', 'claims', 'Market…']"
12076,"['RT', 'Wheels88Fortune', 'Rivian', 'Rivian', 'real', 'company', 'backed', 'AMZN', 'F', 'TSLA', 'moneylosing', 'shit', 'company', 'announces', 'fake', 'prod…']"
12077,"['Shares', 'Cipla', 'locked', 'upper', 'circuit', '15', 'Rs', '590', 'also', '52week', 'high', 'BSE', 'stocks', 'markets', 'httpstcoYL0Hz0PJMu']"
12078,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
12079,"['RT', 'JavaarchitectG', 'httpstcos1AgfhMdGF', 'Passiveindex', 'funds', 'funds', 'track', 'market', 'index', 'specific', 'market', 'segment', 'e…']"
12080,"['Nyad', 'vs', 'Spx', 'Daily', '492020', 'blog', 'reserved', 'httpstco9pHecrnaVU', 'httpstcoDFqQd2fITk']"
12081,"['RT', 'teshen8lin', 'best', 'practices', 'reusing', 'medical', 'masks', 'Live', 'Science', 'spx', 'ndx', 'mmm', 'foxconn', 'CoronavirusUSA', 'COVID19', 'httpstcox2…']"
12082,"['httpstcos1AgfhMdGF', 'Passiveindex', 'funds', 'funds', 'track', 'market', 'index', 'specific', 'market', 'segment', 'example', 'Nifty', 'index', 'fund', 'would', 'invest', 'equities', 'list', 'Nifty', 'index', 'indexmutualfunds', 'investment', 'stocks', 'india', 'UnlockYourInnerPower', 'MasterFDFS']"
12083,"['Options', 'Flow', 'Grid', 'Update', 'SPY', 'OptionsTrading', 'SPDR', 'SampP', '500', 'ETF', '335', '274', 'Wednesday', '48', 'SP500', 'SPX', 'httpstco5JE2nlrW3B', 'httpstcoNhNHamy2Ze']"
12084,"['NFLX', 'DIS', 'AMZN', 'SPOT', 'winners', 'lockdown', 'httpstcoUqRar590W4']"
12085,"['dis', 'already', '50', 'million', 'subscribers', 'nflx', '167', 'million', 'subscribers', 'Disney', 'worth', '182', 'billion', 'Netflix', 'worth', '162', 'billion', 'almost', 'billion', 'million', 'subscribers', 'much', 'fast', 'growing', 'Disney', 'plus', 'worth', 'Soon', 'youll', 'get', 'rest', 'company', 'free']"
12086,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
12087,"['Heres', 'SPX', 'adjusted', 'money', 'supply', 'Compare', 'size', 'drop', 'observed', '2008', 'small', 'different', 'conditions', 'currently', '2008', 'focused', 'leveraged', 'real', 'estate', 'market', 'unwinding', 'whereas', 'everything', 'tied', 'httpstcoThCD632kvS']"
12088,"['hard', 'believe', 'equities', 'SPX', 'almost', 'retraced', 'half', 'decline', 'record', 'highs', 'see', 'little', 'odds', 'sustained', 'Central', 'bank', 'ballooning', 'balance', 'sheets', 'hold', 'enormity', 'crisis', 'long', 'httpstcos2SsCrmeFQ']"
12089,"['RT', 'FindMeValue', 'added', 'context', 'good', 'info', 'critics', 'amp', 'SH', 'DIS', '“we', '50m', 'subs”', 'fortuitous', 'timing', 'given', 'India', 'la…']"
12090,"['RT', 'FindMeValue', 'DIS', 'Said', 'would', 'break', 'even', '2024', '6090m', 'subs', 'Already', '50m', '265YE', '2019', '286m', 'midFeb', '2020', 'a…']"
12091,"['Today', 'live', 'Countdown', 'show', 'nirajshah', 'EnSaluja', 'amp', 'khannadevina', 'discussing', 'Nifty', 'BankNifty', 'stockstrategies', 'stocks', 'sharing', '1Indices', 'strategies', '2', 'short', 'term', 'pick', '230pm', 'onwards', 'BloombergQuint', '09042020', 'httpstcoRiEvGamQp9']"
12092,"['RT', 'StockHunter89', 'cool', 'resourceful', 'indicators', 'TrendSpider', 'provides', 'alert', 'system', 'favorite', 'fly', 'sms', 'alert…']"
12093,"['RT', 'MarkQuarter', 'TrayHairston', 'MayorFlaggs', 'MoodysInvSvc', 'CityofVicksburg', 'SFPvicksburg', 'Mississippi', 'Supreme', 'Court', 'Leslie', 'King', 'stated', 'sent…']"
12094,"['SQ', 'GOOGL', 'AMZN', 'WMT', 'fintech', 'thriving', 'PYPL', 'V', 'httpstcokil9NHQs8x']"
12095,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
12096,"['Tilray', 'Stock', 'Soaring', 'Today', 'themotleyfool', 'stocks', 'TLRY', 'httpstcotd0w1vfYOt']"
12097,"['Shares', 'IDBI', 'Bank', 'advanced', '105', 'per', 'cent', 'Rs', '2195', 'BSE', 'Thursday', 'stocks', 'markets', 'httpstcoeCbnbC3Tt8']"
12098,"['Uranium', 'Giant', 'Cameco', 'Shuts', 'Plants', '2020', 'Outlook', 'Uncertain', 'themotleyfool', 'stocks', 'CCJ', 'httpstcoxJPCdyKKfB']"
12099,"['Apples', 'OvertheEar', 'Headphones', 'Reportedly', 'Launching', 'June', 'themotleyfool', 'stocks', 'AAPL', 'httpstconh0Ib0tOvk']"
12100,"['GOOGL', 'googlepay', 'AMZN', 'amazonpay', 'WMT', 'phonepay', 'winners', 'Startup', 'Street', 'Heres', 'digital', 'payments', 'coworking', 'spaces', 'plan', 'mitigate', 'COVID19', 'impact', 'httpstcoI8xCxkK1EM']"
12101,"['RT', 'TheRealFly', 'Disney', 'plus', 'achieved', '50', 'million', 'sub', 'milestone', 'DIS']"
12102,"['fischersblack', 'BillBrewsterSCG', 'dis', 'long', 'sold', 'half', 'position', 'day', 'early', 'httpstcoK4EPOUm5Cb']"
12103,"['RT', 'jamescakmak', 'Good', 'stat', 'long', 'leverage', 'engagement', 'parts', 'ecosystem', 'like', 'Parks', 'bulk', 'pro…']"
12104,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
12105,"['RT', 'UnHedgedChatter', 'Baupost', 'purchased', 'shares', 'Alphabet', 'GOOG', 'GOOGL', 'httpstcopZOC6xqQ2I']"
12106,"['Enrich', 'Equity', 'Live', 'Levels', '09Apr2020', 'visit', 'httpstcoFpCghqP4Dq', 'Enrich', 'NSE', 'Equity', 'Stocks', 'LiveLevels', 'httpstcoLh1iltiBkU']"
12107,"['RT', 'Oneindia', 'Sensex', 'Surges', 'Openings', 'Trade', 'Banking', 'Stocks', 'Lead', 'StockMarket', 'stocks', 'banking', 'httpstcoO0IIkTZf5c']"
12108,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
12109,"['RT', 'FindMeValue', 'DIS', 'Said', 'would', 'break', 'even', '2024', '6090m', 'subs', 'Already', '50m', '265YE', '2019', '286m', 'midFeb', '2020', 'a…']"
12110,"['3', 'Top', 'Oil', 'Stocks', 'Buy', 'April', 'themotleyfool', 'stocks', 'RDSA', 'XOM', 'PSX', 'RDSB', 'WLL', 'PSXP', 'httpstcolTpmXrplHD']"
12111,"['RT', 'quakes99', 'Another', 'strong', 'session', 'far', 'many', 'Australias', 'uranium', 'stocks', 'traded', 'ASX', '📈', 'Boss', 'BOE', '15', 'Paladin…']"
12112,"['RT', 'LMT978', 'SPX', '19', 'high', '25', 'low', 'Curious', 'point', '“bear', 'market', 'rally”', 'crowd', 'changes', 'stance', 'at…']"
12113,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
12114,"['Daily', 'charts', 'developing', 'well', 'right', 'spaces', 'pretty', 'clear', 'SPX', 'XLV', 'XLF', 'httpstcoikfGmOZx2J', 'httpstcoAXgFudOHPQ']"
12115,"['Motilal', 'Oswal', 'MOSL', 'Morning', 'India', '9April20', '1', 'InterGlobe', 'Aviation', 'Keep', 'seat', 'belt', 'fastened', '2', 'Capital', 'Goods', '3', 'Titan', 'Company', '4', 'Marico', '5', 'Info', 'Edge', '6', 'MAS', 'Financials', '7', 'Technology', '8', 'Expert', 'Speak', 'Consu', 'Morning…', 'httpstcoLFXafFi3Ft', 'equity', 'stocks', 'httpstcohabP3W0Ter']"
